month,market,active_listings,median_sale_price,median_ppsf,avg_dom,avg_affordability
2023-07,Lawrenceville,65,407000.0,137.87,34.90769230769231,69.89692307692307
2023-07,Marietta,62,480500.0,143.07,39.225806451612904,66.71935483870968
2023-07,Norcross,74,357500.0,128.915,37.351351351351354,78.07162162162163
2023-07,Peachtree Corners,61,546500.0,196.46,34.83606557377049,51.778688524590166
2023-07,Roswell,69,572500.0,184.25,36.98550724637681,47.710144927536234
2023-07,Sandy Springs,66,607000.0,195.525,40.60606060606061,74.79848484848485
2023-07,Smyrna,59,456500.0,152.77,35.23728813559322,60.86610169491525
2023-08,Alpharetta,68,699500.0,218.62,39.73529411764706,62.81764705882353
2023-08,Atlanta,65,388000.0,124.77,38.10769230769231,74.19538461538461
2023-08,Decatur,54,572000.0,169.28,35.5,51.98518518518518
2023-08,Duluth,64,466000.0,147.60500000000002,36.03125,64.8890625
2023-08,Johns Creek,56,632000.0,206.59500000000003,34.339285714285715,68.91785714285714
2023-08,Lawrenceville,64,384000.0,129.88,35.375,78.015625
2023-08,Marietta,59,476000.0,150.28,39.11864406779661,63.56271186440678
2023-08,Norcross,55,381500.0,122.65,34.018181818181816,77.10545454545455
2023-08,Peachtree Corners,72,513000.0,179.63,37.791666666666664,52.96805555555555
2023-08,Roswell,69,602000.0,187.2,35.289855072463766,52.286956521739135
2023-08,Sandy Springs,70,596500.0,182.97,36.74285714285714,71.44571428571429
2023-08,Smyrna,60,475500.0,154.83999999999997,43.21666666666667,66.20166666666667
2023-09,Alpharetta,57,662000.0,224.09,34.50877192982456,67.84912280701755
2023-09,Atlanta,60,417000.0,125.06,38.15,68.02833333333334
2023-09,Decatur,64,532000.0,174.085,38.203125,59.4578125
2023-09,Duluth,49,413000.0,146.31,36.69387755102041,68.03469387755102
2023-09,Johns Creek,53,637000.0,195.58,34.0188679245283,66.66792452830188
2023-09,Lawrenceville,76,401500.0,127.53999999999999,33.4078947368421,72.84736842105262
2023-09,Marietta,60,444000.0,155.95999999999998,36.733333333333334,68.06166666666667
2023-09,Norcross,71,380000.0,132.49,38.28169014084507,77.25211267605633
2023-09,Peachtree Corners,60,559000.0,179.20499999999998,33.55,48.79666666666667
2023-09,Roswell,60,545500.0,199.28,37.083333333333336,53.266666666666666
2023-09,Sandy Springs,57,558000.0,180.41,39.8421052631579,75.36842105263158
2023-09,Smyrna,62,516500.0,156.45,38.11290322580645,63.00967741935484
2023-10,Alpharetta,69,723000.0,227.66,35.10144927536232,63.19855072463768
2023-10,Atlanta,77,417000.0,123.64,42.25974025974026,72.4012987012987
2023-10,Decatur,51,513000.0,185.96,37.333333333333336,56.36666666666666
2023-10,Duluth,58,448500.0,149.13,39.08620689655172,67.51379310344828
2023-10,Johns Creek,71,682000.0,204.08,33.70422535211268,67.19154929577465
2023-10,Lawrenceville,73,411500.0,129.76,39.986301369863014,71.21917808219177
2023-10,Marietta,67,479500.0,146.25,38.985074626865675,62.367164179104485
2023-10,Norcross,69,418500.0,123.91,37.768115942028984,72.2768115942029
2023-10,Peachtree Corners,59,522000.0,190.95,35.779661016949156,51.9728813559322
2023-10,Roswell,72,591000.0,189.085,34.416666666666664,52.205555555555556
2023-10,Sandy Springs,51,601000.0,202.78,39.450980392156865,73.81960784313726
2023-10,Smyrna,57,471000.0,159.51,39.80701754385965,64.06842105263158
2023-11,Alpharetta,69,686000.0,223.91,37.98550724637681,63.43188405797102
2023-11,Atlanta,79,419500.0,124.5,42.69620253164557,72.89746835443037
2023-11,Decatur,57,574500.0,180.92,36.473684210526315,54.507017543859654
2023-11,Duluth,68,453500.0,165.575,35.98529411764706,64.10882352941177
2023-11,Johns Creek,61,663500.0,207.02,38.59016393442623,68.30163934426228
2023-11,Lawrenceville,56,408500.0,133.86,37.482142857142854,71.72321428571429
2023-11,Marietta,77,490000.0,160.79,34.72727272727273,59.66363636363637
2023-11,Norcross,64,391000.0,126.89,41.46875,74.884375
2023-11,Peachtree Corners,63,555000.0,172.57,38.84126984126984,48.34920634920635
2023-11,Roswell,51,573500.0,214.06,31.41176470588235,51.66862745098039
2023-11,Sandy Springs,64,631000.0,197.695,39.984375,71.284375
2023-11,Smyrna,56,462000.0,152.68,36.910714285714285,57.48392857142857
2023-12,Alpharetta,67,725000.0,203.77,35.91044776119403,61.05820895522388
2023-12,Atlanta,63,404500.0,142.63,41.22222222222222,70.01587301587301
2023-12,Decatur,71,542000.0,184.28,37.63380281690141,51.73380281690141
2023-12,Duluth,59,474500.0,149.87,34.47457627118644,61.11355932203389
2023-12,Johns Creek,46,692000.0,207.985,36.67391304347826,63.90869565217392
2023-12,Lawrenceville,67,421000.0,129.6,39.95522388059702,74.6776119402985
2023-12,Marietta,69,484000.0,150.64,38.65217391304348,64.40289855072464
2023-12,Norcross,52,394000.0,136.495,37.42307692307692,74.66538461538461
2023-12,Peachtree Corners,73,568000.0,189.97,37.534246575342465,52.8986301369863
2023-12,Roswell,74,597000.0,200.76,35.32432432432432,50.47162162162162
2023-12,Sandy Springs,47,609000.0,195.8,37.0,71.77872340425532
2023-12,Smyrna,61,461000.0,162.25,36.049180327868854,66.27377049180328
2024-01,Alpharetta,72,712000.0,232.76,35.125,64.44444444444444
2024-01,Atlanta,66,434500.0,127.84,38.0,67.88181818181818
2024-01,Decatur,66,534000.0,179.41000000000003,40.22727272727273,54.22878787878788
2024-01,Duluth,74,471500.0,147.735,38.189189189189186,62.93378378378379
2024-01,Johns Creek,58,605000.0,214.42000000000002,39.86206896551724,69.51206896551724
2024-01,Lawrenceville,79,426500.0,138.4,35.734177215189874,70.42025316455695
2024-01,Marietta,57,496500.0,151.37,41.24561403508772,60.98245614035088
2024-01,Norcross,53,398000.0,135.31,37.54716981132076,71.1811320754717
2024-01,Peachtree Corners,66,558000.0,172.37,32.71212121212121,55.945454545454545
2024-01,Roswell,52,604000.0,204.3,35.86538461538461,43.151923076923076
2024-01,Sandy Springs,64,665000.0,206.655,37.40625,67.3046875
2024-01,Smyrna,43,488500.0,189.17,35.651162790697676,50.36279069767442
2024-02,Alpharetta,59,724000.0,237.22,35.50847457627118,62.84237288135593
2024-02,Atlanta,61,436000.0,137.97,38.52459016393443,70.1360655737705
2024-02,Decatur,69,551500.0,185.8,37.78260869565217,50.27971014492754
2024-02,Duluth,59,494000.0,143.32,36.49152542372882,62.186440677966104
2024-02,Johns Creek,60,668000.0,228.605,35.18333333333333,68.16
2024-02,Lawrenceville,49,430000.0,134.81,40.42857142857143,64.52857142857142
2024-02,Marietta,57,468000.0,153.11,37.771929824561404,63.310526315789474
2024-02,Norcross,53,401000.0,131.2,35.79245283018868,70.00754716981132
2024-02,Peachtree Corners,46,535500.0,185.78,31.934782608695652,58.19782608695652
2024-02,Roswell,53,601000.0,186.46,38.79245283018868,49.86415094339623
2024-02,Sandy Springs,60,595500.0,218.98000000000002,38.8,69.83333333333333
2024-02,Smyrna,53,518000.0,160.48,38.471698113207545,51.9377358490566
2024-03,Alpharetta,64,702000.0,236.825,38.84375,61.1453125
2024-03,Atlanta,65,452000.0,136.1,39.53846153846154,70.63692307692307
2024-03,Decatur,74,562000.0,187.55,35.148648648648646,53.57297297297298
2024-03,Duluth,45,474500.0,139.59,38.93333333333333,62.937777777777775
2024-03,Johns Creek,67,646500.0,223.6,37.701492537313435,69.18358208955225
2024-03,Lawrenceville,60,433000.0,134.14,37.63333333333333,61.87
2024-03,Marietta,65,516000.0,151.42,36.261538461538464,59.823076923076925
2024-03,Norcross,65,434000.0,141.26,38.23076923076923,66.98153846153846
2024-03,Peachtree Corners,61,562000.0,190.56,37.81967213114754,49.808196721311475
2024-03,Roswell,63,633500.0,193.72,36.34920634920635,41.31587301587302
2024-03,Sandy Springs,62,612000.0,220.475,34.95161290322581,71.1774193548387
2024-03,Smyrna,69,491500.0,177.6,33.04347826086956,58.07826086956522
2024-04,Alpharetta,58,733000.0,222.28,35.241379310344826,58.97586206896552
2024-04,Atlanta,65,444000.0,135.53,34.89230769230769,71.0
2024-04,Decatur,64,583000.0,184.975,38.109375,53.3234375
2024-04,Duluth,63,471000.0,150.16,34.698412698412696,59.20793650793651
2024-04,Johns Creek,64,644000.0,205.37,36.078125,64.1109375
2024-04,Lawrenceville,41,438000.0,142.5,39.02439024390244,66.95853658536586
2024-04,Marietta,55,479000.0,171.45,33.45454545454545,61.10181818181818
2024-04,Norcross,74,418000.0,143.905,35.770270270270274,68.43783783783783
2024-04,Peachtree Corners,57,528000.0,212.82,34.19298245614035,54.4140350877193
2024-04,Roswell,53,594000.0,209.73,39.283018867924525,47.341509433962266
2024-04,Sandy Springs,64,593000.0,212.865,38.9375,72.0703125
2024-04,Smyrna,54,534000.0,174.94,37.53703703703704,55.34074074074074
2024-05,Alpharetta,59,767000.0,247.48,37.52542372881356,57.4135593220339
2024-05,Atlanta,76,450500.0,138.465,44.3421052631579,66.2486842105263
2024-05,Decatur,62,590000.0,192.475,35.145161290322584,46.92580645161291
2024-05,Duluth,73,477000.0,162.21,39.082191780821915,62.35753424657535
2024-05,Johns Creek,60,660000.0,220.12,38.78333333333333,66.145
2024-05,Lawrenceville,69,427000.0,138.66,40.42028985507246,69.31739130434782
2024-05,Marietta,67,515500.0,163.44,38.43283582089552,57.52238805970149
2024-05,Norcross,83,419500.0,141.23,36.13253012048193,67.70481927710843
2024-05,Peachtree Corners,58,541000.0,195.65,35.96551724137931,51.58620689655172
2024-05,Roswell,63,631000.0,202.72,39.23809523809524,50.56825396825396
2024-05,Sandy Springs,71,651000.0,212.87,39.056338028169016,67.43661971830986
2024-05,Smyrna,57,547000.0,175.02,40.473684210526315,55.108771929824556
2024-06,Alpharetta,62,687000.0,243.41000000000003,34.38709677419355,64.00322580645161
2024-06,Atlanta,66,449500.0,143.28,39.666666666666664,62.2439393939394
2024-06,Decatur,58,602500.0,192.635,35.01724137931034,48.58620689655172
2024-06,Duluth,49,452000.0,158.41,42.265306122448976,60.7469387755102
2024-06,Johns Creek,68,675000.0,214.55,38.088235294117645,63.527941176470584
2024-06,Lawrenceville,75,435000.0,145.74,37.413333333333334,67.26666666666667
2024-06,Marietta,59,493000.0,168.88,39.91525423728814,62.43050847457627
2024-06,Norcross,66,427500.0,138.155,44.121212121212125,70.07272727272728
2024-06,Peachtree Corners,59,579000.0,195.87,36.0,46.832203389830504
2024-06,Roswell,49,660000.0,186.39,38.46938775510204,40.74081632653061
2024-06,Sandy Springs,55,602000.0,225.12,39.49090909090909,70.63454545454546
2024-06,Smyrna,54,521500.0,173.81,37.574074074074076,51.461111111111116
2024-07,Alpharetta,61,723000.0,241.43,38.459016393442624,61.6
2024-07,Atlanta,74,432000.0,148.82,36.5945945945946,72.72432432432433
2024-07,Decatur,57,596000.0,197.15,35.89473684210526,45.24385964912281
2024-07,Duluth,52,490000.0,164.59500000000003,42.28846153846154,60.54038461538461
2024-07,Johns Creek,61,656000.0,223.11,35.90163934426229,67.00327868852459
2024-07,Lawrenceville,68,423000.0,150.87,36.720588235294116,66.70882352941176
2024-07,Marietta,61,500000.0,165.97,39.22950819672131,54.72459016393442
2024-07,Norcross,66,437500.0,144.69,36.57575757575758,66.0590909090909
2024-07,Peachtree Corners,65,596500.0,192.67,31.523076923076925,51.11846153846154
2024-07,Roswell,60,661000.0,201.335,33.85,38.968333333333334
2024-07,Sandy Springs,63,641000.0,212.18,40.904761904761905,68.5063492063492
2024-07,Smyrna,65,539000.0,176.7,35.61538461538461,53.426153846153845
2024-08,Alpharetta,65,720000.0,249.79,34.63076923076923,62.816923076923075
2024-08,Atlanta,59,488000.0,148.34,38.88135593220339,60.186440677966104
2024-08,Decatur,66,595000.0,194.28,36.5,43.051515151515154
2024-08,Duluth,72,503000.0,159.89999999999998,35.208333333333336,56.97361111111112
2024-08,Johns Creek,64,714000.0,244.39,34.234375,68.0875
2024-08,Lawrenceville,52,453000.0,151.235,39.88461538461539,65.87115384615385
2024-08,Marietta,73,503000.0,168.02,41.19178082191781,61.78767123287671
2024-08,Norcross,65,484000.0,158.48,39.56923076923077,63.00769230769231
2024-08,Peachtree Corners,56,644000.0,188.335,35.107142857142854,44.45178571428572
2024-08,Roswell,61,624500.0,203.29,35.0,42.04262295081967
2024-08,Sandy Springs,61,657000.0,215.83,33.77049180327869,70.48852459016393
2024-08,Smyrna,52,577000.0,184.33499999999998,36.28846153846154,50.388461538461534
2024-09,Alpharetta,46,709500.0,266.46,30.369565217391305,61.72173913043478
2024-09,Atlanta,68,424000.0,143.97500000000002,39.76470588235294,69.48676470588236
2024-09,Decatur,66,610500.0,193.82,36.56060606060606,47.483333333333334
2024-09,Duluth,69,497000.0,161.99,38.31884057971015,57.74057971014493
2024-09,Johns Creek,59,724000.0,221.68,34.79661016949152,65.33898305084746
2024-09,Lawrenceville,59,449000.0,147.89,38.71186440677966,67.67627118644067
2024-09,Marietta,51,501500.0,173.42,35.76470588235294,58.068627450980394
2024-09,Norcross,72,431500.0,149.425,37.09722222222222,71.84722222222223
2024-09,Peachtree Corners,60,589000.0,202.70999999999998,36.233333333333334,48.211666666666666
2024-09,Roswell,68,617000.0,213.77999999999997,36.720588235294116,41.96176470588235
2024-09,Sandy Springs,65,655000.0,208.21,41.184615384615384,65.82615384615384
2024-09,Smyrna,50,569000.0,173.825,37.3,55.61600000000001
2024-10,Alpharetta,55,726500.0,239.28,36.345454545454544,60.17090909090909
2024-10,Atlanta,76,447500.0,155.385,40.46052631578947,68.82894736842105
2024-10,Decatur,59,597000.0,205.06,38.91525423728814,47.02542372881356
2024-10,Duluth,60,490000.0,179.675,39.45,63.97166666666667
2024-10,Johns Creek,67,665000.0,217.27,33.71641791044776,64.67164179104478
2024-10,Lawrenceville,60,479000.0,147.60000000000002,38.53333333333333,60.18333333333333
2024-10,Marietta,63,486000.0,193.29,38.698412698412696,63.12539682539683
2024-10,Norcross,69,461500.0,149.76,34.405797101449274,64.09710144927536
2024-10,Peachtree Corners,63,592000.0,201.61,35.73015873015873,45.07936507936508
2024-10,Roswell,70,665000.0,208.345,33.84285714285714,38.41428571428571
2024-10,Sandy Springs,70,644000.0,219.635,37.82857142857143,71.04714285714286
2024-10,Smyrna,73,561500.0,180.3,36.50684931506849,49.204109589041096
2024-11,Alpharetta,71,726000.0,247.8,32.774647887323944,59.777464788732395
2024-11,Atlanta,74,454000.0,147.285,41.0945945945946,66.55
2024-11,Decatur,71,627000.0,201.21,34.521126760563384,41.93380281690141
2024-11,Duluth,60,485500.0,171.715,37.083333333333336,56.391666666666666
2024-11,Johns Creek,66,718500.0,233.2,31.651515151515152,64.75909090909092
2024-11,Lawrenceville,58,468500.0,142.64499999999998,36.87931034482759,69.46896551724137
2024-11,Marietta,52,484000.0,165.66500000000002,34.34615384615385,62.97115384615385
2024-11,Norcross,53,457000.0,151.83,36.0,60.9566037735849
2024-11,Peachtree Corners,70,594000.0,204.635,34.285714285714285,44.74142857142857
2024-11,Roswell,64,624000.0,222.245,37.5,42.7546875
2024-11,Sandy Springs,50,640000.0,197.76999999999998,38.3,63.61600000000001
2024-11,Smyrna,58,536000.0,188.245,41.689655172413794,54.101724137931036
2024-12,Alpharetta,57,713000.0,239.58,34.719298245614034,62.41754385964913
2024-12,Atlanta,57,460500.0,152.51,43.56140350877193,63.717543859649126
2024-12,Decatur,54,612000.0,209.32,34.55555555555556,43.41481481481482
2024-12,Duluth,66,493000.0,163.485,35.21212121212121,60.237878787878785
2024-12,Johns Creek,59,693000.0,240.18,37.101694915254235,60.820338983050846
2024-12,Lawrenceville,57,479000.0,147.26,39.45614035087719,61.43333333333333
2024-12,Marietta,53,540000.0,167.38,40.490566037735846,52.298113207547175
2024-12,Norcross,60,456000.0,150.275,34.93333333333333,64.55166666666666
2024-12,Peachtree Corners,52,641000.0,183.44,34.25,45.92884615384616
2024-12,Roswell,57,673000.0,215.67,35.19298245614035,35.50877192982456
2024-12,Sandy Springs,59,668500.0,220.12,41.28813559322034,67.98813559322035
2024-12,Smyrna,52,509000.0,182.69,44.07692307692308,57.440384615384616
2025-01,Alpharetta,67,741000.0,255.86,34.92537313432836,60.20746268656717
2025-01,Atlanta,59,465000.0,157.64,41.57627118644068,62.39491525423729
2025-01,Decatur,57,605500.0,190.68,38.666666666666664,41.8
2025-01,Duluth,61,496000.0,177.58,37.85245901639344,62.70655737704918
2025-01,Johns Creek,66,658000.0,231.82999999999998,38.60606060606061,65.14393939393939
2025-01,Lawrenceville,48,493000.0,169.985,36.270833333333336,60.38958333333333
2025-01,Marietta,74,523000.0,161.56,36.24324324324324,52.21351351351352
2025-01,Norcross,56,482000.0,156.095,37.125,57.885714285714286
2025-01,Peachtree Corners,82,617000.0,217.755,36.4390243902439,48.05975609756098
2025-01,Roswell,69,657000.0,210.85,36.01449275362319,46.143478260869564
2025-01,Sandy Springs,65,678500.0,225.31,40.95384615384615,67.0323076923077
2025-01,Smyrna,68,559500.0,188.065,36.19117647058823,52.57941176470588
2025-02,Alpharetta,56,709000.0,279.005,30.214285714285715,58.625
2025-02,Atlanta,56,472000.0,162.75,38.339285714285715,63.95357142857143
2025-02,Decatur,66,600000.0,204.67000000000002,40.484848484848484,44.24090909090909
2025-02,Duluth,64,530000.0,166.135,36.34375,60.6078125
2025-02,Johns Creek,57,731000.0,246.24,37.280701754385966,58.51052631578947
2025-02,Lawrenceville,75,476500.0,160.72,36.21333333333333,59.218666666666664
2025-02,Marietta,63,532000.0,184.84,41.06349206349206,56.592063492063495
2025-02,Norcross,61,468000.0,157.45,39.721311475409834,65.60819672131147
2025-02,Peachtree Corners,63,625500.0,195.55,35.507936507936506,45.21904761904762
2025-02,Roswell,60,643000.0,207.665,34.833333333333336,43.85166666666667
2025-02,Sandy Springs,56,660000.0,228.85,39.767857142857146,70.61607142857143
2025-02,Smyrna,53,579000.0,194.38,39.54716981132076,47.79433962264151
2025-03,Alpharetta,78,800500.0,261.085,34.23076923076923,52.80641025641025
2025-03,Atlanta,74,474000.0,162.62,36.37837837837838,61.67432432432432
2025-03,Decatur,59,624000.0,226.0,35.11864406779661,47.4593220338983
2025-03,Duluth,72,518000.0,172.185,36.361111111111114,59.36944444444445
2025-03,Johns Creek,67,692000.0,245.33,39.88059701492537,65.46567164179105
2025-03,Lawrenceville,68,489500.0,162.805,36.338235294117645,63.38529411764706
2025-03,Marietta,57,529000.0,178.27,37.43859649122807,49.60701754385965
2025-03,Norcross,72,470000.0,166.695,34.791666666666664,60.82777777777778
2025-03,Peachtree Corners,55,649000.0,209.0,31.145454545454545,45.46
2025-03,Roswell,63,618500.0,230.58,36.76190476190476,40.70634920634921
2025-03,Sandy Springs,74,666500.0,221.305,41.58108108108108,70.13648648648649
2025-03,Smyrna,54,585000.0,199.87,39.2037037037037,50.07037037037038
2025-04,Alpharetta,59,794000.0,251.79,36.96610169491525,56.813559322033896
2025-04,Atlanta,53,495000.0,148.98,35.83018867924528,56.445283018867926
2025-04,Decatur,60,625000.0,206.84,38.46666666666667,47.17166666666667
2025-04,Duluth,69,533500.0,178.33,34.68115942028985,53.7768115942029
2025-04,Johns Creek,73,728000.0,214.62,37.178082191780824,62.136986301369866
2025-04,Lawrenceville,67,495500.0,157.73,39.82089552238806,58.213432835820896
2025-04,Marietta,77,535000.0,203.66,37.62337662337662,56.896103896103895
2025-04,Norcross,64,491500.0,176.04,39.671875,64.7328125
2025-04,Peachtree Corners,68,665000.0,205.35500000000002,37.94117647058823,42.73823529411764
2025-04,Roswell,68,685000.0,217.60500000000002,36.60294117647059,40.008823529411764
2025-04,Sandy Springs,74,691000.0,221.385,37.270270270270274,63.58783783783784
2025-04,Smyrna,54,553000.0,185.065,39.407407407407405,47.83518518518518
2025-05,Alpharetta,65,794000.0,279.23,38.738461538461536,52.91230769230769
2025-05,Atlanta,68,448000.0,154.07,40.13235294117647,67.86029411764706
2025-05,Decatur,65,612000.0,202.28,37.96923076923077,37.65538461538461
2025-05,Duluth,78,524000.0,189.56,37.717948717948715,56.29358974358974
2025-05,Johns Creek,46,681000.0,219.2,34.23913043478261,64.97608695652174
2025-05,Lawrenceville,71,502500.0,164.34,34.19718309859155,59.57746478873239
2025-05,Marietta,63,542500.0,168.95,42.82539682539682,50.83809523809524
2025-05,Norcross,65,474500.0,170.01,33.76923076923077,63.3676923076923
2025-05,Peachtree Corners,59,614500.0,202.6,40.23728813559322,43.989830508474576
2025-05,Roswell,74,709500.0,222.61,32.472972972972975,39.105405405405406
2025-05,Sandy Springs,73,658000.0,221.98,34.83561643835616,68.5876712328767
2025-05,Smyrna,54,595000.0,194.47,40.72222222222222,45.842592592592595
2025-06,Alpharetta,70,830000.0,243.78,38.72857142857143,54.05428571428572
2025-06,Atlanta,61,485000.0,152.4,42.442622950819676,58.05409836065574
2025-06,Decatur,63,636000.0,213.91,35.888888888888886,42.34920634920635
2025-06,Duluth,61,540500.0,190.93,39.049180327868854,53.19016393442623
2025-06,Johns Creek,72,715500.0,243.19,36.75,61.53333333333333
2025-06,Lawrenceville,58,530500.0,164.5,37.810344827586206,56.46551724137931
2025-06,Marietta,72,533000.0,178.48000000000002,35.59722222222222,51.84444444444445
2025-06,Norcross,66,491000.0,169.11,41.21212121212121,62.56666666666666
2025-06,Peachtree Corners,57,667000.0,223.72,33.49122807017544,40.296491228070174
2025-06,Roswell,64,654500.0,222.675,38.078125,41.9328125
2025-06,Sandy Springs,72,727000.0,228.09,40.27777777777778,59.58194444444444
2025-06,Smyrna,69,605000.0,188.73,39.14492753623188,52.79565217391305
2025-07,Alpharetta,64,748500.0,280.33,32.890625,58.365625
2025-07,Atlanta,59,515000.0,166.05,41.49152542372882,61.35254237288136
2025-07,Decatur,63,653000.0,197.4,36.53968253968254,41.977777777777774
2025-07,Duluth,73,501000.0,174.56,37.9041095890411,59.80410958904109
2025-07,Johns Creek,55,754000.0,237.51,41.654545454545456,57.46181818181818
2025-07,Lawrenceville,73,514000.0,175.41,39.38356164383562,58.09178082191781
