property_id,list_date,market,property_type,beds,baths,sqft,age_years,lot_acres,school_score,crime_index,walk_score,median_household_income,mortgage_rate,list_price,sale_price,days_on_market,sold_flag,latitude,longitude,price_per_sqft,affordability_score,inventory_risk_segment
ATL-100050,2025-07-28,Lawrenceville,Single Family,7,6.0,4796,23,0.14,62,35.4,56,141265,0.0616,667000,,42,False,33.920402,-83.949713,139.07,81.5,Balanced
ATL-100051,2024-06-26,Sandy Springs,Townhome,4,3.5,3279,57,0.25,87,8.4,28,131810,0.0627,740000,717000.0,55,True,33.944253,-84.361967,218.66,73.4,Soft
ATL-100052,2024-05-20,Sandy Springs,Single Family,4,3.5,3667,8,0.35,67,37.7,18,138262,0.0592,669000,660000.0,46,True,33.885495,-84.382374,179.98,81.6,Soft
ATL-100053,2024-06-22,Norcross,Single Family,4,4.5,3179,92,0.34,82,24.4,44,72135,0.0598,457000,468000.0,33,True,33.938375,-84.234107,147.22,62.6,Balanced
ATL-100054,2025-05-27,Norcross,Single Family,3,2.5,2593,41,0.52,36,53.1,35,102271,0.0578,387000,399000.0,33,True,33.935461,-84.183048,153.88,91.6,Balanced
ATL-100055,2025-03-28,Decatur,Condo,6,6.0,4632,41,0.0,75,14.3,84,54926,0.0632,706000,691000.0,52,True,33.83128,-84.280426,149.18,5.0,Soft
ATL-100056,2024-03-25,Duluth,Condo,6,6.0,4440,34,0.0,56,14.8,14,112484,0.0586,391000,,28,False,33.981866,-84.087129,88.06,96.0,Balanced
ATL-100057,2025-11-09,Sandy Springs,Single Family,5,5.5,3381,9,1.24,75,36.2,47,109693,0.0636,850000,818000.0,34,True,33.926958,-84.339318,241.94,50.9,Balanced
ATL-100058,2023-07-06,Marietta,Single Family,4,3.0,2707,27,0.15,74,50.2,41,82370,0.0583,419000,,48,False,34.000345,-84.533381,154.78,78.4,Soft
ATL-100059,2023-08-13,Atlanta,Single Family,4,3.5,2595,79,0.23,76,51.0,46,95860,0.0598,367000,361000.0,44,True,33.82408,-84.369647,139.11,92.5,Balanced
ATL-100060,2023-11-24,Sandy Springs,Condo,2,1.0,1838,29,0.0,51,31.2,61,79608,0.0633,357000,373000.0,28,True,33.964573,-84.334658,202.94,81.5,Balanced
ATL-100061,2025-05-14,Roswell,Multi-Family,2,2.0,2633,25,0.24,65,19.5,28,74851,0.059,772000,746000.0,38,True,34.039392,-84.287475,283.33,24.5,Balanced
ATL-100062,2023-05-11,Decatur,Single Family,7,6.0,4784,16,0.41,66,17.2,46,104957,0.0664,805000,781000.0,30,True,33.817258,-84.29134,163.25,50.4,Balanced
ATL-100063,2025-02-20,Lawrenceville,Single Family,3,2.5,2470,47,0.51,56,17.3,26,73983,0.0623,474000,451000.0,18,True,33.985471,-83.986806,182.59,66.2,Hot
ATL-100064,2025-08-16,Decatur,Single Family,5,4.0,4259,44,0.4,66,18.9,66,60132,0.0621,792000,800000.0,32,True,33.773924,-84.267678,187.84,5.0,Balanced
ATL-100065,2024-05-29,Smyrna,Single Family,4,3.0,2703,43,0.28,68,5.0,42,75974,0.0572,566000,,11,False,33.876429,-84.462225,209.4,52.7,Hot
ATL-100066,2023-01-24,Smyrna,Single Family,3,2.0,2342,24,0.3,51,38.9,65,127062,0.0578,399000,399000.0,15,True,33.926173,-84.525483,170.37,98.0,Hot
ATL-100067,2023-08-23,Roswell,Townhome,2,1.0,731,22,0.35,67,27.6,6,122271,0.0572,282000,295000.0,30,True,33.992581,-84.441273,403.56,98.0,Balanced
ATL-100068,2024-06-30,Roswell,Townhome,7,6.0,5456,68,0.6,92,46.7,38,63178,0.0638,713000,718000.0,35,True,34.010414,-84.355136,131.6,7.9,Balanced
ATL-100069,2024-11-27,Roswell,Single Family,1,1.0,891,61,0.18,73,22.8,42,64135,0.0589,377000,364000.0,50,True,33.979359,-84.379186,408.53,71.8,Soft
ATL-100070,2024-08-24,Alpharetta,Single Family,5,5.5,4720,48,0.4,73,17.9,21,73706,0.0702,982000,979000.0,33,True,34.086159,-84.265549,207.42,5.0,Balanced
ATL-100071,2023-11-20,Lawrenceville,Single Family,7,6.0,5378,46,0.58,71,28.4,36,77196,0.0653,554000,546000.0,62,True,34.036714,-83.95026,101.52,54.7,Soft
ATL-100072,2023-01-07,Marietta,Single Family,6,5.5,3970,28,0.16,70,11.2,49,109376,0.0599,509000,512000.0,29,True,33.901855,-84.588621,128.97,82.4,Balanced
ATL-100073,2024-06-23,Norcross,Single Family,5,5.0,4042,8,0.7,51,43.2,29,132722,0.0597,467000,482000.0,75,True,33.977042,-84.192762,119.25,94.0,Soft
ATL-100074,2024-01-01,Smyrna,Single Family,3,2.5,2344,47,0.51,37,37.6,51,60393,0.0586,378000,378000.0,69,True,33.890545,-84.494213,161.26,65.4,Soft
ATL-100075,2023-08-06,Smyrna,Single Family,4,3.0,3577,84,0.74,52,13.9,49,95200,0.0544,597000,576000.0,22,True,33.870991,-84.500338,161.03,68.8,Balanced
ATL-100076,2024-09-03,Roswell,Townhome,3,2.5,2376,28,0.34,65,32.7,28,86423,0.0625,436000,429000.0,36,True,33.994259,-84.39101,180.56,78.6,Balanced
ATL-100077,2025-11-05,Roswell,Townhome,3,2.0,2249,31,0.06,87,36.8,33,80406,0.0641,666000,684000.0,27,True,33.991029,-84.333801,304.14,39.3,Balanced
ATL-100078,2024-02-12,Decatur,Single Family,6,4.5,4175,22,0.31,80,15.8,58,88005,0.0648,653000,642000.0,68,True,33.745784,-84.28102,153.77,52.4,Soft
ATL-100079,2025-02-04,Sandy Springs,Single Family,4,4.0,3836,33,0.18,59,22.2,22,117576,0.0685,699000,694000.0,53,True,33.929283,-84.342391,180.92,66.8,Soft
ATL-100080,2025-12-22,Sandy Springs,Single Family,3,2.5,2355,60,0.08,70,32.4,59,139951,0.0641,669000,667000.0,55,True,33.900778,-84.344117,283.23,80.4,Soft
ATL-100081,2024-10-25,Atlanta,Condo,3,2.0,2240,22,0.0,57,47.1,91,56581,0.0621,400000,394000.0,48,True,33.711816,-84.373009,175.89,56.8,Soft
ATL-100082,2023-02-09,Marietta,Condo,3,3.5,3752,44,0.0,71,18.3,47,84690,0.0632,363000,370000.0,56,True,33.948468,-84.553091,98.61,85.0,Soft
ATL-100083,2025-01-13,Alpharetta,Townhome,3,1.0,2102,24,0.78,74,42.6,62,135964,0.0603,580000,588000.0,40,True,34.047748,-84.310362,279.73,86.3,Balanced
ATL-100084,2024-05-05,Peachtree Corners,Single Family,4,3.5,3762,56,0.14,70,34.2,40,86363,0.064,620000,615000.0,55,True,33.992863,-84.226242,163.48,54.5,Soft
ATL-100085,2024-05-08,Atlanta,Single Family,5,3.5,3480,30,0.24,72,36.8,70,83115,0.0633,490000,476000.0,59,True,33.777282,-84.376117,136.78,70.0,Soft
ATL-100086,2023-06-11,Decatur,Single Family,2,1.0,1811,26,0.1,76,40.6,44,87994,0.0656,437000,,39,False,33.815466,-84.284136,241.3,77.8,Balanced
ATL-100087,2025-09-22,Alpharetta,Single Family,4,4.5,3394,55,0.08,70,45.7,32,133601,0.0629,934000,958000.0,65,True,34.101374,-84.327892,282.26,54.3,Soft
ATL-100088,2025-12-26,Alpharetta,Single Family,7,6.0,5025,28,0.18,77,22.8,26,85467,0.0617,989000,,22,False,34.07564,-84.304922,196.82,6.2,Balanced
ATL-100089,2023-09-20,Sandy Springs,Townhome,5,4.0,3859,19,0.29,44,27.8,55,106618,0.0594,483000,489000.0,11,True,33.948205,-84.341056,126.72,83.6,Hot
ATL-100090,2025-08-31,Roswell,Condo,2,1.0,1617,34,0.0,79,20.6,26,86199,0.0587,366000,359000.0,27,True,34.041117,-84.367491,222.02,88.4,Balanced
ATL-100091,2023-12-05,Smyrna,Townhome,4,4.0,3347,54,0.33,68,19.1,30,65443,0.0727,409000,392000.0,48,True,33.913841,-84.469344,117.12,64.7,Soft
ATL-100092,2025-12-16,Peachtree Corners,Condo,5,4.5,4437,43,0.0,83,26.4,50,95663,0.055,740000,725000.0,42,True,34.021971,-84.2603,163.4,51.8,Balanced
ATL-100093,2025-05-16,Decatur,Condo,3,2.5,3085,67,0.0,66,19.4,75,54148,0.0555,560000,567000.0,30,True,33.773191,-84.336433,183.79,19.9,Balanced
ATL-100094,2024-02-16,Johns Creek,Single Family,4,3.5,3029,27,0.77,76,30.7,41,133982,0.0558,608000,613000.0,10,True,34.083949,-84.189834,202.38,84.7,Hot
ATL-100095,2024-09-30,Norcross,Townhome,3,1.5,2041,33,0.38,56,30.9,71,59692,0.0519,378000,388000.0,36,True,33.898166,-84.196116,190.1,64.5,Balanced
ATL-100096,2025-02-03,Lawrenceville,Single Family,1,2.5,863,37,0.37,64,31.4,27,97336,0.0615,304000,299000.0,59,True,33.905518,-84.017396,346.47,98.0,Soft
ATL-100097,2025-11-25,Marietta,Single Family,5,5.5,3823,40,0.72,65,26.2,34,102809,0.0644,515000,504000.0,75,True,33.925549,-84.535653,131.83,78.8,Soft
ATL-100098,2023-09-05,Marietta,Single Family,4,3.0,3479,43,0.43,76,37.1,57,93874,0.0634,536000,538000.0,24,True,33.928969,-84.554958,154.64,70.0,Balanced
ATL-100099,2024-04-05,Johns Creek,Single Family,4,3.5,3440,23,0.24,85,39.3,12,98982,0.0589,742000,759000.0,31,True,34.019642,-84.268735,220.64,49.8,Balanced
ATL-100100,2024-11-23,Alpharetta,Single Family,6,5.5,4906,95,0.12,80,22.1,50,94555,0.0639,1019000,1026000.0,15,True,34.074505,-84.356018,209.13,13.5,Hot
ATL-100101,2024-04-16,Atlanta,Single Family,3,2.0,2940,32,0.27,78,29.6,44,102637,0.0609,441000,453000.0,26,True,33.743414,-84.354926,154.08,85.1,Balanced
ATL-100102,2024-03-27,Decatur,Condo,3,2.5,3367,73,0.0,53,39.6,77,80861,0.0628,451000,448000.0,38,True,33.779692,-84.296282,133.06,72.2,Balanced
ATL-100103,2023-05-26,Atlanta,Single Family,3,3.0,2386,29,0.61,64,37.2,65,71217,0.0704,406000,392000.0,28,True,33.777626,-84.343389,164.29,70.6,Balanced
ATL-100104,2023-05-01,Norcross,Single Family,4,4.0,3111,45,0.09,69,9.7,19,74421,0.0514,486000,488000.0,38,True,33.931999,-84.142873,156.86,64.0,Balanced
ATL-100105,2023-05-19,Johns Creek,Single Family,5,4.5,3735,35,0.29,95,13.1,14,118459,0.0622,899000,852000.0,42,True,33.99613,-84.202214,228.11,54.2,Balanced
ATL-100106,2024-11-07,Atlanta,Townhome,2,1.0,2045,33,0.12,61,37.5,52,105914,0.0642,362000,352000.0,36,True,33.804234,-84.41638,172.13,96.3,Balanced
ATL-100107,2025-11-18,Alpharetta,Condo,5,3.5,3354,92,0.0,78,35.0,38,80847,0.0599,692000,719000.0,32,True,34.05567,-84.297006,214.37,36.1,Balanced
ATL-100108,2024-07-24,Johns Creek,Single Family,3,3.0,2755,32,0.34,99,11.6,41,101098,0.0637,828000,806000.0,28,True,34.054092,-84.243865,292.56,45.2,Balanced
ATL-100109,2025-09-21,Roswell,Townhome,4,4.0,3162,45,0.12,87,22.6,30,84583,0.0603,677000,686000.0,17,True,34.049247,-84.367943,216.95,44.6,Hot
ATL-100110,2023-09-28,Johns Creek,Multi-Family,1,1.0,1854,68,0.18,79,35.1,57,102562,0.0636,537000,549000.0,17,True,33.975481,-84.19746,296.12,74.1,Hot
ATL-100111,2025-08-26,Norcross,Single Family,1,1.0,1220,10,0.99,85,29.3,23,51063,0.0612,443000,407000.0,27,True,33.897366,-84.200773,333.61,45.9,Balanced
ATL-100112,2025-08-26,Johns Creek,Single Family,3,1.0,2423,41,0.35,89,36.9,22,123875,0.0624,776000,778000.0,27,True,34.053058,-84.288143,321.09,64.2,Balanced
ATL-100113,2024-01-25,Lawrenceville,Single Family,4,4.0,2767,46,0.37,56,13.6,51,91172,0.0602,408000,425000.0,24,True,33.935255,-83.9799,153.6,82.6,Balanced
ATL-100114,2023-07-18,Alpharetta,Single Family,6,6.0,3918,57,0.14,78,16.5,5,118298,0.0663,859000,874000.0,41,True,34.060608,-84.270419,223.07,51.0,Balanced
ATL-100115,2025-06-01,Roswell,Townhome,3,3.5,3058,46,0.29,65,23.4,49,96831,0.0608,645000,656000.0,35,True,34.054363,-84.341468,214.52,59.2,Balanced
ATL-100116,2025-05-17,Duluth,Single Family,3,3.0,2776,42,0.19,57,24.6,20,57746,0.0635,593000,564000.0,52,True,34.005341,-84.166992,203.17,25.6,Soft
ATL-100117,2025-08-14,Lawrenceville,Single Family,4,3.0,3764,22,0.09,63,26.0,46,75776,0.0675,627000,609000.0,36,True,33.945901,-84.006381,161.8,43.5,Balanced
ATL-100118,2023-04-21,Norcross,Single Family,3,1.5,2437,71,0.18,47,16.8,14,65349,0.0617,288000,274000.0,56,True,33.915939,-84.207311,112.43,87.3,Soft
ATL-100119,2023-07-21,Roswell,Single Family,3,4.0,3292,12,0.47,91,40.2,12,98447,0.0646,606000,602000.0,48,True,34.081451,-84.336235,182.87,65.4,Soft
ATL-100120,2025-04-04,Atlanta,Townhome,2,1.0,2035,44,0.26,63,47.0,44,76040,0.0633,369000,356000.0,36,True,33.749553,-84.391036,174.94,81.5,Balanced
ATL-100121,2024-11-25,Norcross,Single Family,4,3.5,3086,18,0.17,86,24.4,63,99938,0.0636,582000,596000.0,36,True,33.990796,-84.189653,193.13,67.4,Balanced
ATL-100122,2024-05-24,Alpharetta,Townhome,2,2.0,1862,57,1.27,86,24.8,55,128464,0.0706,511000,536000.0,30,True,34.094241,-84.287651,287.86,85.2,Balanced
ATL-100123,2024-01-25,Johns Creek,Single Family,4,3.5,2378,31,0.17,80,23.5,65,93616,0.0592,585000,581000.0,46,True,34.004597,-84.187051,244.32,65.8,Soft
ATL-100124,2025-07-07,Smyrna,Single Family,3,1.0,2563,57,0.2,74,24.9,55,85885,0.0623,568000,529000.0,55,True,33.896762,-84.525374,206.4,65.5,Soft
ATL-100125,2025-05-14,Sandy Springs,Townhome,6,4.5,4579,15,0.44,78,39.0,18,116153,0.0592,664000,642000.0,37,True,33.882183,-84.393067,140.21,73.3,Balanced
ATL-100126,2024-07-24,Sandy Springs,Single Family,6,6.0,4993,32,0.12,71,39.1,21,116799,0.0583,834000,821000.0,44,True,33.960446,-84.381512,164.43,57.0,Balanced
ATL-100127,2024-05-26,Marietta,Single Family,3,4.5,2327,70,0.52,81,29.6,43,86105,0.0537,515000,515000.0,4,True,33.949446,-84.514082,221.31,69.7,Hot
ATL-100128,2025-06-26,Alpharetta,Single Family,5,4.5,4230,42,0.28,71,30.5,57,104670,0.0545,923000,,8,False,34.054234,-84.371295,218.2,38.3,Hot
ATL-100129,2023-07-20,Smyrna,Townhome,3,3.0,2122,28,0.27,70,46.2,80,87707,0.065,383000,369000.0,51,True,33.858678,-84.495891,173.89,86.3,Soft
ATL-100130,2023-01-31,Atlanta,Single Family,7,6.0,4978,18,0.18,59,33.8,71,75708,0.0565,404000,421000.0,19,True,33.787792,-84.367113,84.57,73.6,Hot
ATL-100131,2024-04-29,Alpharetta,Single Family,5,4.0,3513,15,0.43,87,13.2,46,128138,0.0592,852000,887000.0,11,True,34.087638,-84.348868,252.49,58.0,Hot
ATL-100132,2025-04-12,Sandy Springs,Single Family,7,6.0,5340,20,0.3,76,35.3,21,109874,0.0618,973000,993000.0,5,True,33.952172,-84.326787,185.96,34.0,Hot
ATL-100133,2025-09-12,Marietta,Townhome,1,1.0,1758,89,0.53,85,49.1,66,68664,0.0566,406000,387000.0,41,True,33.991746,-84.530674,220.14,72.8,Balanced
ATL-100134,2025-04-01,Johns Creek,Townhome,2,3.0,1867,15,0.71,78,12.7,55,137630,0.0568,574000,590000.0,50,True,34.01498,-84.134902,316.01,87.6,Soft
ATL-100135,2023-12-04,Atlanta,Townhome,3,3.0,3158,51,0.38,68,48.7,17,72771,0.063,347000,348000.0,46,True,33.732697,-84.393279,110.2,80.5,Soft
ATL-100136,2023-01-05,Lawrenceville,Single Family,2,2.0,2059,38,0.46,74,18.3,52,65736,0.063,414000,,57,False,33.938125,-83.994776,201.07,63.8,Soft
ATL-100137,2024-06-27,Lawrenceville,Multi-Family,5,4.5,3184,23,0.23,49,22.4,28,101089,0.0579,447000,435000.0,22,True,33.942921,-83.976278,136.62,87.1,Balanced
ATL-100138,2024-08-07,Marietta,Single Family,3,1.0,2276,66,0.33,70,60.3,43,57914,0.0616,367000,365000.0,10,True,33.948513,-84.572145,160.37,64.2,Hot
ATL-100139,2025-09-23,Lawrenceville,Single Family,7,6.0,5424,31,0.11,35,10.4,31,100752,0.0609,670000,655000.0,67,True,33.965368,-84.031829,120.76,62.2,Soft
ATL-100140,2024-01-24,Sandy Springs,Single Family,4,4.5,2824,36,0.13,58,19.4,45,105961,0.0635,698000,705000.0,19,True,33.911769,-84.33147,249.65,59.8,Hot
ATL-100141,2024-03-21,Peachtree Corners,Single Family,5,4.0,3485,25,0.39,83,42.7,27,88626,0.0537,573000,,45,False,33.937322,-84.244972,164.42,64.4,Balanced
ATL-100142,2023-05-05,Atlanta,Single Family,5,2.5,3365,22,0.67,61,28.7,95,83651,0.0621,441000,462000.0,1,True,33.69464,-84.398552,137.3,72.6,Hot
ATL-100143,2024-10-04,Norcross,Single Family,3,2.0,2240,62,0.2,62,32.3,26,94916,0.0647,537000,,30,False,33.944632,-84.168144,239.73,70.4,Balanced
ATL-100144,2023-04-13,Atlanta,Townhome,3,2.5,2640,29,0.31,55,55.8,63,90201,0.0581,324000,331000.0,58,True,33.710909,-84.432778,125.38,94.0,Soft
ATL-100145,2025-09-03,Decatur,Single Family,3,2.0,1985,14,0.33,68,5.0,55,44760,0.0668,688000,681000.0,52,True,33.741588,-84.235142,343.07,5.0,Soft
ATL-100146,2025-12-23,Smyrna,Single Family,6,5.0,4213,18,0.08,71,21.2,28,84671,0.0544,747000,746000.0,7,True,33.915798,-84.510699,177.07,38.4,Hot
ATL-100147,2023-04-27,Sandy Springs,Single Family,7,6.0,5282,35,0.15,84,35.2,39,110543,0.0582,777000,792000.0,1,True,33.863627,-84.403413,149.94,55.6,Hot
ATL-100148,2023-06-14,Smyrna,Single Family,2,1.0,1721,11,0.42,79,22.3,56,106841,0.0569,389000,385000.0,10,True,33.830723,-84.613525,223.71,95.1,Hot
ATL-100149,2023-05-21,Sandy Springs,Condo,5,3.0,3476,35,0.0,72,27.7,29,90906,0.0608,515000,513000.0,44,True,33.936366,-84.363966,147.58,71.6,Balanced
ATL-100150,2023-05-20,Decatur,Condo,3,2.0,1552,60,0.0,72,42.4,36,64101,0.0608,295000,,60,False,33.732725,-84.310149,190.08,83.1,Soft
